Mapping-template-london-ward-map-2018,Ward name,Borough name,shape,Values,,,Ensure Macros are enabled then paste your data into column E,,,,,,"To use different colours to the default ones, find the RGB values of the colours you want, and enter them into the cell grid starting in U22.",,,,,,,,,UpdateAllcells,,MapNameToShape,,,,,,,,,,,,1.0,Equal Ranges (4),38.7,755.0,,,,,,,,,,,MapNameToShape,
E05000426,Oval,Lambeth,Freeform_13794,127.8,,,,,,,,,,,,,,,,,,,South Twickenham,Freeform_13974,Freeform 13974,,,,,,,,,,,,,,,,,,,,,E05000529,South Twickenham,Richmond upon Thames,South Twickenham,Freeform_13974,Freeform 409
E05000427,Prince's,Lambeth,Freeform_13802,116.4,,,,,,,,,,,,,,,,,,,St. Margarets and North Twickenham,Freeform_13975,Freeform 13975,,,,,,,,,,,,,,,,,,,,,E05000527,St. Margarets and North Twickenham,Richmond upon Thames,St. Margarets and North Twickenham,Freeform_13975,Freeform 410
E05000428,St. Leonard's,Lambeth,Freeform_13783,144.8,,,,,,,,,,,,,,,,,,,South Richmond,Freeform_13976,Freeform 13976,,,,,,,,,,,,,,,,,,,,,E05000528,South Richmond,Richmond upon Thames,South Richmond,Freeform_13976,Freeform 411
E05000429,Stockwell,Lambeth,Freeform_13801,86.7,,,,,,,,,,,,,,,,,,,Barnes,Freeform_13977,Freeform 13977,,,,,,,,,,,,,,,,,,,,,E05000516,Barnes,Richmond upon Thames,Barnes,Freeform_13977,Freeform 412
E05000430,Streatham Hill,Lambeth,Freeform_13787,127.1,,,,,,,,,,,,,,,,,,,Cannon Hill,Freeform_13978,Freeform 13978,,,,,,,,,,,,,,,,,,,,,E05000456,Cannon Hill,Merton,Cannon Hill,Freeform_13978,Freeform 413
E05000431,Streatham South,Lambeth,Freeform_13782,169.8,,,,,,,,,,,,,,,,,,,Cricket Green,Freeform_13979,Freeform 13979,,,,,,,,,,,,,,,,,,,,,E05000458,Cricket Green,Merton,Cricket Green,Freeform_13979,Freeform 414
E05000432,Streatham Wells,Lambeth,Freeform_13784,145.0,,,,,,,,,,,,,,,,,,,Village,Freeform_13980,Freeform 13980,,,,,,,,,,,,,,,,,,,,,E05000472,Village,Merton,Village,Freeform_13980,Freeform 415
E05000433,Thornton,Lambeth,Freeform_13786,107.8,,,,,,,,,,,,,,,,,,,Wimbledon Park,Freeform_13981,Freeform 13981,,,,,,,,,,,,,,,,,,,,,E05000474,Wimbledon Park,Merton,Wimbledon Park,Freeform_13981,Freeform 416
E05000434,Thurlow Park,Lambeth,Freeform_13797,151.5,,,,,,,,,,,,,,,,,,,Lower Morden,Freeform_13982,Freeform 13982,,,,,,,,,,,,,,,,,,,,,E05000465,Lower Morden,Merton,Lower Morden,Freeform_13982,Freeform 417
E05000435,Tulse Hill,Lambeth,Freeform_13790,103.2,,,,,,,,,,,,,,,,,,,West Barnes,Freeform_13983,Freeform 13983,,,,,,,,,,,,,,,,,,,,,E05000473,West Barnes,Merton,West Barnes,Freeform_13983,Freeform 418
E05000436,Vassall,Lambeth,Freeform_13795,113.0,,,,,,,,,,,,,,,,,,,Raynes Park,Freeform_13984,Freeform 13984,,,,,,,,,,,,,,,,,,,,,E05000469,Raynes Park,Merton,Raynes Park,Freeform_13984,Freeform 419
E05000437,Bellingham,Lewisham,Freeform_13826,308.5,,,,,,,,,,,,,,,,,,,Dundonald,Freeform_13985,Freeform 13985,,,,,,,,,,,,,,,,,,,,,E05000459,Dundonald,Merton,Dundonald,Freeform_13985,Freeform 420
E05000438,Blackheath,Lewisham,Freeform_13830,231.8,,,,,,,,,,,,,,,,,,,St. Helier,Freeform_13986,Freeform 13986,,,,,,,,,,,,,,,,,,,,,E05000470,St. Helier,Merton,St. Helier,Freeform_13986,Freeform 421
E05000439,Brockley,Lewisham,Freeform_13839,168.2,,,,,,,,,,,,,,,,,,,Ravensbury,Freeform_13987,Freeform 13987,,,,,,,,,,,,,,,,,,,,,E05000468,Ravensbury,Merton,Ravensbury,Freeform_13987,Freeform 422
E05000440,Catford South,Lewisham,Freeform_13835,186.7,,,,,,,,,,,,,,,,,,,Merton Park,Freeform_13988,Freeform 13988,,,,,,,,,,,,,,,,,,,,,E05000466,Merton Park,Merton,Merton Park,Freeform_13988,Freeform 423
E05000441,Crofton Park,Lewisham,Freeform_13836,172.0,,,,,,,,,,,,,,,,,,,Abbey,Freeform_13989,Freeform 13989,,,,,,,,,,,,,,,,,,,,,E05000455,Abbey,Merton,Abbey,Freeform_13989,Freeform 424
E05000442,Downham,Lewisham,Freeform_13828,238.2,,,,,,,,,,,,,,,,,,,Figge's Marsh,Freeform_13990,Freeform 13990,,,,,,,,,,,,,,,,,,,,,E05000460,Figge's Marsh,Merton,Figge's Marsh,Freeform_13990,Freeform 425
E05000443,Evelyn,Lewisham,Freeform_13843,177.6,,,,,,,,,,,,,,,,,,,Pollards Hill,Freeform_13991,Freeform 13991,,,,,,,,,,,,,,,,,,,,,E05000467,Pollards Hill,Merton,Pollards Hill,Freeform_13991,Freeform 426
E05000444,Forest Hill,Lewisham,Freeform_13832,182.8,,,,,,,,,,,,,,,,,,,Graveney,Freeform_13992,Freeform 13992,,,,,,,,,,,,,,,,,,,,,E05000461,Graveney,Merton,Graveney,Freeform_13992,Freeform 427
E05000445,Grove Park,Lewisham,Freeform_13841,239.3,,,,,,,,,,,,,,,,,,,Longthornton,Freeform_13993,Freeform 13993,,,,,,,,,,,,,,,,,,,,,E05000464,Longthornton,Merton,Longthornton,Freeform_13993,Freeform 428
E05000446,Ladywell,Lewisham,Freeform_13837,160.6,,,,,,,,,,,,,,,,,,,Hillside,Freeform_13994,Freeform 13994,,,,,,,,,,,,,,,,,,,,,E05000462,Hillside,Merton,Hillside,Freeform_13994,Freeform 429
E05000447,Lee Green,Lewisham,Freeform_13842,179.8,,,,,,,,,,,,,,,,,,,Trinity,Freeform_13995,Freeform 13995,,,,,,,,,,,,,,,,,,,,,E05000471,Trinity,Merton,Trinity,Freeform_13995,Freeform 430
E05000448,Lewisham Central,Lewisham,Freeform_13838,206.2,,,,,,,,,,,,,,,,,,,Lavender Fields,Freeform_13996,Freeform 13996,,,,,,,,,,,,,,,,,,,,,E05000463,Lavender Fields,Merton,Lavender Fields,Freeform_13996,Freeform 431
E05000449,New Cross,Lewisham,Freeform_13840,181.1,,,,,,,,,,,,,,,,,,,Colliers Wood,Freeform_13997,Freeform 13997,,,,,,,,,,,,,,,,,,,,,E05000457,Colliers Wood,Merton,Colliers Wood,Freeform_13997,Freeform 432
E05000450,Perry Vale,Lewisham,Freeform_13833,168.5,,,,,,,,,,,,,,,,,,,Roehampton and Putney Heath,Freeform_13998,Freeform 13998,,,,,,,,,,,,,,,,,,,,,E05000621,Roehampton and Putney Heath,Wandsworth,Roehampton and Putney Heath,Freeform_13998,Freeform 433
E05000451,Rushey Green,Lewisham,Freeform_13834,178.5,,,,,,,,,,,,,,,,,,,Thamesfield,Freeform_13999,Freeform 13999,,,,,,,,,,,,,,,,,,,,,E05000625,Thamesfield,Wandsworth,Thamesfield,Freeform_13999,Freeform 434
E05000452,Sydenham,Lewisham,Freeform_13831,174.4,,,,,,,,,,,,,,,,,,,Wandsworth Common,Freeform_14000,Freeform 14000,,,,,,,,,,,,,,,,,,,,,E05000627,Wandsworth Common,Wandsworth,Wandsworth Common,Freeform_14000,Freeform 435
E05000453,Telegraph Hill,Lewisham,Freeform_13827,154.6,,,,,,,,,,,,,,,,,,,West Hill,Freeform_14001,Freeform 14001,,,,,,,,,,,,,,,,,,,,,E05000628,West Hill,Wandsworth,West Hill,Freeform_14001,Freeform 436
E05000454,Whitefoot,Lewisham,Freeform_13829,223.0,,,,,,,,,,,,,,,,,,,West Putney,Freeform_14002,Freeform 14002,,,,,,,,,,,,,,,,,,,,,E05000629,West Putney,Wandsworth,West Putney,Freeform_14002,Freeform 437
E05000455,Abbey,Merton,Freeform_13989,139.3,,,,,,,,,,,,,,,,,,,East Putney,Freeform_14003,Freeform 14003,,,,,,,,,,,,,,,,,,,,,E05000613,East Putney,Wandsworth,East Putney,Freeform_14003,Freeform 438
E05000456,Cannon Hill,Merton,Freeform_13978,222.3,,,,,,,,,,,,,,,,,,,Graveney,Freeform_14004,Freeform 14004,,,,,,,,,,,,,,,,,,,,,E05000616,Graveney,Wandsworth,Graveney,Freeform_14004,Freeform 439
E05000457,Colliers Wood,Merton,Freeform_13997,111.1,,,,,,,,,,,,,,,,,,,Tooting,Freeform_14005,Freeform 14005,,,,,,,,,,,,,,,,,,,,,E05000626,Tooting,Wandsworth,Tooting,Freeform_14005,Freeform 440
E05000458,Cricket Green,Merton,Freeform_13979,299.6,,,,,,,,,,,,,,,,,,,Southfields,Freeform_14006,Freeform 14006,,,,,,,,,,,,,,,,,,,,,E05000624,Southfields,Wandsworth,Southfields,Freeform_14006,Freeform 441
E05000459,Dundonald,Merton,Freeform_13985,115.2,,,,,,,,,,,,,,,,,,,Earlsfield,Freeform_14007,Freeform 14007,,,,,,,,,,,,,,,,,,,,,E05000612,Earlsfield,Wandsworth,Earlsfield,Freeform_14007,Freeform 442
E05000460,Figge's Marsh,Merton,Freeform_13990,114.2,,,,,,,,,,,,,,,,,,,Nightingale,Freeform_14008,Freeform 14008,,,,,,,,,,,,,,,,,,,,,E05000618,Nightingale,Wandsworth,Nightingale,Freeform_14008,Freeform 443
E05000461,Graveney,Merton,Freeform_13992,88.2,,,,,,,,,,,,,,,,,,,Furzedown,Freeform_14009,Freeform 14009,,,,,,,,,,,,,,,,,,,,,E05000615,Furzedown,Wandsworth,Furzedown,Freeform_14009,Freeform 444
E05000462,Hillside,Merton,Freeform_13994,118.9,,,,,,,,,,,,,,,,,,,Bedford,Freeform_14010,Freeform 14010,,,,,,,,,,,,,,,,,,,,,E05000611,Bedford,Wandsworth,Bedford,Freeform_14010,Freeform 445
E05000463,Lavender Fields,Merton,Freeform_13996,118.0,,,,,,,,,,,,,,,,,,,Balham,Freeform_14011,Freeform 14011,,,,,,,,,,,,,,,,,,,,,E05000610,Balham,Wandsworth,Balham,Freeform_14011,Freeform 446
E05000464,Longthornton,Merton,Freeform_13993,148.3,,,,,,,,,,,,,,,,,,,Fairfield,Freeform_14012,Freeform 14012,,,,,,,,,,,,,,,,,,,,,E05000614,Fairfield,Wandsworth,Fairfield,Freeform_14012,Freeform 447
E05000465,Lower Morden,Merton,Freeform_13982,180.4,,,,,,,,,,,,,,,,,,,Northcote,Freeform_14013,Freeform 14013,,,,,,,,,,,,,,,,,,,,,E05000619,Northcote,Wandsworth,Northcote,Freeform_14013,Freeform 448
E05000466,Merton Park,Merton,Freeform_13988,181.4,,,,,,,,,,,,,,,,,,,Latchmere,Freeform_14014,Freeform 14014,,,,,,,,,,,,,,,,,,,,,E05000617,Latchmere,Wandsworth,Latchmere,Freeform_14014,Freeform 449
E05000467,Pollards Hill,Merton,Freeform_13991,216.3,,,,,,,,,,,,,,,,,,,St. Mary's Park,Freeform_14015,Freeform 14015,,,,,,,,,,,,,,,,,,,,,E05000622,St. Mary's Park,Wandsworth,St. Mary's Park,Freeform_14015,Freeform 450
E05000468,Ravensbury,Merton,Freeform_13987,184.0,,,,,,,,,,,,,,,,,,,Queenstown,Freeform_14016,Freeform 14016,,,,,,,,,,,,,,,,,,,,,E05000620,Queenstown,Wandsworth,Queenstown,Freeform_14016,Freeform 451
E05000469,Raynes Park,Merton,Freeform_13984,185.7,,,,,,,,,,,,,,,,,,,Shaftesbury,Freeform_14017,Freeform 14017,,,,,,,,,,,,,,,,,,,,,E05000623,Shaftesbury,Wandsworth,Shaftesbury,Freeform_14017,Freeform 452
E05000470,St. Helier,Merton,Freeform_13986,184.5,,,,,,,,,,,,,,,,,,,Palace Riverside,Freeform_14018,Freeform 14018,,,,,,,,,,,,,,,,,,,,,E05000259,Palace Riverside,Hammersmith and Fulham,Palace Riverside,Freeform_14018,Freeform 453
E05000471,Trinity,Merton,Freeform_13995,107.6,,,,,,,,,,,,,,,,,,,Munster,Freeform_14019,Freeform 14019,,,,,,,,,,,,,,,,,,,,,E05000257,Munster,Hammersmith and Fulham,Munster,Freeform_14019,Freeform 454
E05000472,Village,Merton,Freeform_13980,621.3,,,,,,,,,,,,,,,,,,,Sands End,Freeform_14020,Freeform 14020,,,,,,,,,,,,,,,,,,,,,E05000262,Sands End,Hammersmith and Fulham,Sands End,Freeform_14020,Freeform 455
E05000473,West Barnes,Merton,Freeform_13983,195.2,,,,,,,,,,,,,,,,,,,Parsons Green and Walham,Freeform_14021,Freeform 14021,,,,,,,,,,,,,,,,,,,,,E05000260,Parsons Green and Walham,Hammersmith and Fulham,Parsons Green and Walham,Freeform_14021,Freeform 456
E05000474,Wimbledon Park,Merton,Freeform_13981,231.0,,,,,,,,,,,,,,,,,,,Fulham Broadway,Freeform_14022,Freeform 14022,,,,,,,,,,,,,,,,,,,,,E05000254,Fulham Broadway,Hammersmith and Fulham,Fulham Broadway,Freeform_14022,Freeform 457
E05000475,Beckton,Newham,Freeform_14168,625.2,,,,,,,,,,,,,,,,,,,Ravenscourt Park,Freeform_14023,Freeform 14023,,,,,,,,,,,,,,,,,,,,,E05000261,Ravenscourt Park,Hammersmith and Fulham,Ravenscourt Park,Freeform_14023,Freeform 458
E05000476,Boleyn,Newham,Freeform_14178,91.7,,,,,,,,,,,,,,,,,,,Hammersmith Broadway,Freeform_14024,Freeform 14024,,,,,,,,,,,,,,,,,,,,,E05000256,Hammersmith Broadway,Hammersmith and Fulham,Hammersmith Broadway,Freeform_14024,Freeform 459
E05000477,Canning Town North,Newham,Freeform_14167,252.1,,,,,,,,,,,,,,,,,,,Avonmore and Brook Green,Freeform_14025,Freeform 14025,,,,,,,,,,,,,,,,,,,,,E05000252,Avonmore and Brook Green,Hammersmith and Fulham,Avonmore and Brook Green,Freeform_14025,Freeform 460
E05000478,Canning Town South,Newham,Freeform_14172,180.9,,,,,,,,,,,,,,,,,,,Askew,Freeform_14026,Freeform 14026,,,,,,,,,,,,,,,,,,,,,E05000251,Askew,Hammersmith and Fulham,Askew,Freeform_14026,Freeform 461
E05000479,Custom House,Newham,Freeform_14173,206.3,,,,,,,,,,,,,,,,,,,Wormholt and White City,Freeform_14027,Freeform 14027,,,,,,,,,,,,,,,,,,,,,E05000265,Wormholt and White City,Hammersmith and Fulham,Wormholt and White City,Freeform_14027,Freeform 462
E05000480,East Ham Central,Newham,Freeform_14179,103.2,,,,,,,,,,,,,,,,,,,Shepherd's Bush Green,Freeform_14028,Freeform 14028,,,,,,,,,,,,,,,,,,,,,E05000263,Shepherd's Bush Green,Hammersmith and Fulham,Shepherd's Bush Green,Freeform_14028,Freeform 463
E05000481,East Ham North,Newham,Freeform_14182,90.5,,,,,,,,,,,,,,,,,,,College Park and Old Oak,Freeform_14029,Freeform 14029,,,,,,,,,,,,,,,,,,,,,E05000253,College Park and Old Oak,Hammersmith and Fulham,College Park and Old Oak,Freeform_14029,Freeform 464
E05000482,East Ham South,Newham,Freeform_14169,180.9,,,,,,,,,,,,,,,,,,,Town,Freeform_14030,Freeform 14030,,,,,,,,,,,,,,,,,,,,,E05000264,Town,Hammersmith and Fulham,Town,Freeform_14030,Freeform 465
E05000483,Forest Gate North,Newham,Freeform_14184,124.8,,,,,,,,,,,,,,,,,,,Fulham Reach,Freeform_14031,Freeform 14031,,,,,,,,,,,,,,,,,,,,,E05000255,Fulham Reach,Hammersmith and Fulham,Fulham Reach,Freeform_14031,Freeform 466
E05000484,Forest Gate South,Newham,Freeform_14177,119.1,,,,,,,,,,,,,,,,,,,North End,Freeform_14032,Freeform 14032,,,,,,,,,,,,,,,,,,,,,E05000258,North End,Hammersmith and Fulham,North End,Freeform_14032,Freeform 467
E05000485,Green Street East,Newham,Freeform_14181,74.6,,,,,,,,,,,,,,,,,,,Addison,Freeform_14033,Freeform 14033,,,,,,,,,,,,,,,,,,,,,E05000250,Addison,Hammersmith and Fulham,Addison,Freeform_14033,Freeform 468
E05000486,Green Street West,Newham,Freeform_14180,80.3,,,,,,,,,,,,,,,,,,,Chelsea Riverside,Freeform_14034,Freeform 14034,,,,,,,,,,,,,,,,,,,,,E05009391,Chelsea Riverside,Kensington and Chelsea,Chelsea Riverside,Freeform_14034,Freeform 469
E05000487,Little Ilford,Newham,Freeform_14186,190.0,,,,,,,,,,,,,,,,,,,Holland,Freeform_14035,Freeform 14035,,,,,,,,,,,,,,,,,,,,,E05009397,Holland,Kensington and Chelsea,Holland,Freeform_14035,Freeform 470
E05000488,Manor Park,Newham,Freeform_14185,133.5,,,,,,,,,,,,,,,,,,,Norland,Freeform_14036,Freeform 14036,,,,,,,,,,,,,,,,,,,,,E05009398,Norland,Kensington and Chelsea,Norland,Freeform_14036,Freeform 471
E05000489,Plaistow North,Newham,Freeform_14176,98.4,,,,,,,,,,,,,,,,,,,Redcliffe,Freeform_14037,Freeform 14037,,,,,,,,,,,,,,,,,,,,,E05009402,Redcliffe,Kensington and Chelsea,Redcliffe,Freeform_14037,Freeform 472
E05000490,Plaistow South,Newham,Freeform_14174,138.5,,,,,,,,,,,,,,,,,,,Stanley,Freeform_14038,Freeform 14038,,,,,,,,,,,,,,,,,,,,,E05009405,Stanley,Kensington and Chelsea,Stanley,Freeform_14038,Freeform 473
E05000491,Royal Docks,Newham,Freeform_14166,473.1,,,,,,,,,,,,,,,,,,,Royal Hospital,Freeform_14039,Freeform 14039,,,,,,,,,,,,,,,,,,,,,E05009403,Royal Hospital,Kensington and Chelsea,Royal Hospital,Freeform_14039,Freeform 474
E05000492,Stratford And New Town,Newham,Freeform_14170,423.5,,,,,,,,,,,,,,,,,,,Notting Dale,Freeform_14040,Freeform 14040,,,,,,,,,,,,,,,,,,,,,E05009399,Notting Dale,Kensington and Chelsea,Notting Dale,Freeform_14040,Freeform 475
E05000493,Wall End,Newham,Freeform_14183,137.7,,,,,,,,,,,,,,,,,,,St. Helen's,Freeform_14041,Freeform 14041,,,,,,,,,,,,,,,,,,,,,E05009404,St. Helen's,Kensington and Chelsea,St. Helen's,Freeform_14041,Freeform 476
E05000494,West Ham,Newham,Freeform_14175,133.7,,,,,,,,,,,,,,,,,,,Colville,Freeform_14042,Freeform 14042,,,,,,,,,,,,,,,,,,,,,E05009392,Colville,Kensington and Chelsea,Colville,Freeform_14042,Freeform 477
E05011236,Bridge,Redbridge,Freeform_13924,860.0,,,,,,,,,,,,,,,,,,,Dalgarno,Freeform_14043,Freeform 14043,,,,,,,,,,,,,,,,,,,,,E05009394,Dalgarno,Kensington and Chelsea,Dalgarno,Freeform_14043,Freeform 478
E05011249,Monkhams,Redbridge,Freeform_13940,152.9,,,,,,,,,,,,,,,,,,,Golborne,Freeform_14044,Freeform 14044,,,,,,,,,,,,,,,,,,,,,E05009396,Golborne,Kensington and Chelsea,Golborne,Freeform_14044,Freeform 479
E05011244,Goodmayes,Redbridge,Freeform_13922,257.9,,,,,,,,,,,,,,,,,,,Earl's Court,Freeform_14045,Freeform 14045,,,,,,,,,,,,,,,,,,,,,E05009395,Earl's Court,Kensington and Chelsea,Earl's Court,Freeform_14045,Freeform 480
E05011243,Fullwell,Redbridge,Freeform_13920,151.3,,,,,,,,,,,,,,,,,,,Courtfield,Freeform_14046,Freeform 14046,,,,,,,,,,,,,,,,,,,,,E05009393,Courtfield,Kensington and Chelsea,Courtfield,Freeform_14046,Freeform 481
E05011247,Loxford,Redbridge,Freeform_13927,148.5,,,,,,,,,,,,,,,,,,,Abingdon,Freeform_14047,Freeform 14047,,,,,,,,,,,,,,,,,,,,,E05009388,Abingdon,Kensington and Chelsea,Abingdon,Freeform_14047,Freeform 482
E05011248,Mayfield,Redbridge,Freeform_13929,249.4,,,,,,,,,,,,,,,,,,,Queen's Gate,Freeform_14048,Freeform 14048,,,,,,,,,,,,,,,,,,,,,E05009401,Queen's Gate,Kensington and Chelsea,Queen's Gate,Freeform_14048,Freeform 483
E05011237,Chadwell,Redbridge,Freeform_13939,127.2,,,,,,,,,,,,,,,,,,,Brompton & Hans Town,Freeform_14049,Freeform 14049,,,,,,,,,,,,,,,,,,,,,E05009389,Brompton & Hans Town,Kensington and Chelsea,Brompton & Hans Town,Freeform_14049,Freeform 484
E05011239,Clayhall,Redbridge,Freeform_13936,240.1,,,,,,,,,,,,,,,,,,,Campden,Freeform_14050,Freeform 14050,,,,,,,,,,,,,,,,,,,,,E05009390,Campden,Kensington and Chelsea,Campden,Freeform_14050,Freeform 485
E05011251,Seven Kings,Redbridge,Freeform_13933,359.6,,,,,,,,,,,,,,,,,,,Pembridge,Freeform_14051,Freeform 14051,,,,,,,,,,,,,,,,,,,,,E05009400,Pembridge,Kensington and Chelsea,Pembridge,Freeform_14051,Freeform 486
E05011238,Churchfields,Redbridge,Freeform_13937,218.8,,,,,,,,,,,,,,,,,,,St. James's,Freeform_14052,Freeform 14052,,,,,,,,,,,,,,,,,,,,,E05000644,St. James's,City of Westminster,St. James's,Freeform_14052,Freeform 487
E05011253,Valentines,Redbridge,Freeform_13930,164.0,,,,,,,,,,,,,,,,,,,Lancaster Gate,Freeform_14053,Freeform 14053,,,,,,,,,,,,,,,,,,,,,E05000638,Lancaster Gate,City of Westminster,Lancaster Gate,Freeform_14053,Freeform 488
E05011250,Newbury,Redbridge,Freeform_13932,565.3,,,,,,,,,,,,,,,,,,,Knightsbridge and Belgravia,Freeform_14054,Freeform 14054,,,,,,,,,,,,,,,,,,,,,E05000637,Knightsbridge and Belgravia,City of Westminster,Knightsbridge and Belgravia,Freeform_14054,Freeform 489
E05011254,Wanstead Park,Redbridge,Freeform_13919,128.8,,,,,,,,,,,,,,,,,,,Hyde Park,Freeform_14055,Freeform 14055,,,,,,,,,,,,,,,,,,,,,E05000636,Hyde Park,City of Westminster,Hyde Park,Freeform_14055,Freeform 490
E05011242,Fairlop,Redbridge,Freeform_13921,188.2,,,,,,,,,,,,,,,,,,,Churchill,Freeform_14056,Freeform 14056,,,,,,,,,,,,,,,,,,,,,E05000633,Churchill,City of Westminster,Churchill,Freeform_14056,Freeform 491
E05011246,Ilford Town,Redbridge,Freeform_13931,307.7,,,,,,,,,,,,,,,,,,,Vincent Square,Freeform_14057,Freeform 14057,,,,,,,,,,,,,,,,,,,,,E05000646,Vincent Square,City of Westminster,Vincent Square,Freeform_14057,Freeform 492
E05011241,Cranbrook,Redbridge,Freeform_13926,212.0,,,,,,,,,,,,,,,,,,,West End,Freeform_14058,Freeform 14058,,,,,,,,,,,,,,,,,,,,,E05000649,West End,City of Westminster,West End,Freeform_14058,Freeform 493
E05011240,Clementswood,Redbridge,Freeform_13928,236.3,,,,,,,,,,,,,,,,,,,Harrow Road,Freeform_14059,Freeform 14059,,,,,,,,,,,,,,,,,,,,,E05000635,Harrow Road,City of Westminster,Harrow Road,Freeform_14059,Freeform 494
E05011245,Hainault,Redbridge,Freeform_13925,208.3,,,,,,,,,,,,,,,,,,,Bryanston and Dorset Square,Freeform_14060,Freeform 14060,,,,,,,,,,,,,,,,,,,,,E05000632,Bryanston and Dorset Square,City of Westminster,Bryanston and Dorset Square,Freeform_14060,Freeform 495
E05011234,Aldborough,Redbridge,Freeform_13923,198.5,,,,,,,,,,,,,,,,,,,Regent's Park,Freeform_14061,Freeform 14061,,,,,,,,,,,,,,,,,,,,,E05000643,Regent's Park,City of Westminster,Regent's Park,Freeform_14061,Freeform 496
E05011235,Barkingside,Redbridge,Freeform_13938,150.3,,,,,,,,,,,,,,,,,,,Abbey Road,Freeform_14062,Freeform 14062,,,,,,,,,,,,,,,,,,,,,E05000630,Abbey Road,City of Westminster,Abbey Road,Freeform_14062,Freeform 497
E05011252,South Woodford,Redbridge,Freeform_13935,519.1,,,,,,,,,,,,,,,,,,,Marylebone High Street,Freeform_14063,Freeform 14063,,,,,,,,,,,,,,,,,,,,,E05000641,Marylebone High Street,City of Westminster,Marylebone High Street,Freeform_14063,Freeform 498
E05011255,Wanstead Village,Redbridge,Freeform_13934,301.0,,,,,,,,,,,,,,,,,,,Queen's Park,Freeform_14064,Freeform 14064,,,,,,,,,,,,,,,,,,,,,E05000642,Queen's Park,City of Westminster,Queen's Park,Freeform_14064,Freeform 499
E05000516,Barnes,Richmond upon Thames,Freeform_13977,583.3,,,,,,,,,,,,,,,,,,,Bayswater,Freeform_14065,Freeform 14065,,,,,,,,,,,,,,,,,,,,,E05000631,Bayswater,City of Westminster,Bayswater,Freeform_14065,Freeform 500
E05000517,East Sheen,Richmond upon Thames,Freeform_13967,191.8,,,,,,,,,,,,,,,,,,,Warwick,Freeform_14066,Freeform 14066,,,,,,,,,,,,,,,,,,,,,E05000647,Warwick,City of Westminster,Warwick,Freeform_14066,Freeform 501
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,Freeform_13971,943.3,,,,,,,,,,,,,,,,,,,Tachbrook,Freeform_14067,Freeform 14067,,,,,,,,,,,,,,,,,,,,,E05000645,Tachbrook,City of Westminster,Tachbrook,Freeform_14067,Freeform 502
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,Freeform_13964,687.7,,,,,,,,,,,,,,,,,,,Westbourne,Freeform_14068,Freeform 14068,,,,,,,,,,,,,,,,,,,,,E05000648,Westbourne,City of Westminster,Westbourne,Freeform_14068,Freeform 503
E05000520,Hampton,Richmond upon Thames,Freeform_13959,195.0,,,,,,,,,,,,,,,,,,,Little Venice,Freeform_14069,Freeform 14069,,,,,,,,,,,,,,,,,,,,,E05000639,Little Venice,City of Westminster,Little Venice,Freeform_14069,Freeform 504
E05000521,Hampton North,Richmond upon Thames,Freeform_13969,274.6,,,,,,,,,,,,,,,,,,,Maida Vale,Freeform_14070,Freeform 14070,,,,,,,,,,,,,,,,,,,,,E05000640,Maida Vale,City of Westminster,Maida Vale,Freeform_14070,Freeform 505
E05000522,Hampton Wick,Richmond upon Thames,Freeform_13961,191.1,,,,,,,,,,,,,,,,,,,Church Street,Freeform_14071,Freeform 14071,,,,,,,,,,,,,,,,,,,,,E05000634,Church Street,City of Westminster,Church Street,Freeform_14071,Freeform 506
E05000523,Heathfield,Richmond upon Thames,Freeform_13962,357.6,,,,,,,,,,,,,,,,,,,Swiss Cottage,Freeform_14072,Freeform 14072,,,,,,,,,,,,,,,,,,,,,E05000144,Swiss Cottage,Camden,Swiss Cottage,Freeform_14072,Freeform 507
E05000524,Kew,Richmond upon Thames,Freeform_13966,193.6,,,,,,,,,,,,,,,,,,,Highgate,Freeform_14073,Freeform 14073,,,,,,,,,,,,,,,,,,,,,E05000137,Highgate,Camden,Highgate,Freeform_14073,Freeform 508
E05000525,Mortlake and Barnes Common,Richmond upon Thames,Freeform_13968,280.1,,,,,,,,,,,,,,,,,,,Kilburn,Freeform_14074,Freeform 14074,,,,,,,,,,,,,,,,,,,,,E05000140,Kilburn,Camden,Kilburn,Freeform_14074,Freeform 509
E05000526,North Richmond,Richmond upon Thames,Freeform_13965,200.8,,,,,,,,,,,,,,,,,,,Bloomsbury,Freeform_14075,Freeform 14075,,,,,,,,,,,,,,,,,,,,,E05000129,Bloomsbury,Camden,Bloomsbury,Freeform_14075,Freeform 510
E05000527,St. Margaret's and North Twickenham,Richmond upon Thames,Freeform_13975,269.1,,,,,,,,,,,,,,,,,,,Holborn and Covent Garden,Freeform_14076,Freeform 14076,,,,,,,,,,,,,,,,,,,,,E05000138,Holborn and Covent Garden,Camden,Holborn and Covent Garden,Freeform_14076,Freeform 511
E05000528,South Richmond,Richmond upon Thames,Freeform_13976,172.7,,,,,,,,,,,,,,,,,,,St. Pancras and Somers Town,Freeform_14077,Freeform 14077,,,,,,,,,,,,,,,,,,,,,E05000143,St. Pancras and Somers Town,Camden,St. Pancras and Somers Town,Freeform_14077,Freeform 512
